words,links,capital_words,spam_word_count,is_spam
622,5,1,7,1
153,4,3,2,0
114,0,0,3,0
784,2,5,10,1
188,1,7,0,0
209,0,2,2,0
393,4,6,9,1
414,4,13,10,1
218,6,18,9,1
794,2,11,9,1
671,6,18,0,1
283,0,2,1,0
76,2,2,2,0
109,2,1,2,0
616,2,13,6,1
53,1,3,2,0
189,2,26,1,1
60,6,7,8,1
90,0,2,2,0
384,2,1,0,0
132,3,23,3,1
90,2,21,6,1
126,1,2,1,0
857,7,6,9,1
72,1,1,2,0
134,5,1,0,0
152,5,0,1,0
656,9,13,3,1
154,2,3,5,0
158,6,20,10,1
179,4,1,2,0
419,1,2,0,0
178,2,1,2,0
145,3,26,3,1
211,1,0,5,0
135,2,2,1,0
274,0,3,1,0
812,9,13,7,1
595,3,30,6,1
165,0,20,4,1
481,10,22,6,1
438,1,3,5,0
177,6,20,3,1
757,7,19,6,1
188,0,1,0,0
870,3,20,3,1
219,2,9,2,0
259,2,0,2,0
295,2,23,4,1
282,0,1,4,0
403,3,4,4,1
275,8,1,6,1
615,7,7,7,1
288,5,3,0,0
615,2,14,4,1
416,2,0,4,0
659,2,27,3,1
149,2,0,1,0
984,4,17,9,1
180,5,7,10,1
703,4,6,10,1
688,9,28,9,1
218,1,2,2,0
232,0,3,1,0
807,7,3,7,1
79,0,8,6,0
90,7,17,8,1
390,2,3,6,0
951,0,14,5,1
233,5,1,2,0
836,1,24,8,1
72,2,3,2,0
357,6,15,7,1
949,8,19,9,1
628,2,15,4,1
645,6,23,3,1
894,4,11,2,1
352,0,1,2,0
573,10,30,3,1
207,4,3,0,0
92,1,0,1,0
212,2,3,1,0
715,9,28,5,1
304,1,6,2,0
196,1,0,6,0
81,6,3,2,1
960,9,19,8,1
47,1,1,0,0
811,8,27,10,1
132,3,8,5,1
153,8,24,5,1
121,7,29,3,1
269,0,0,0,0
330,2,0,2,1
45,0,0,5,0
121,8,10,8,1
212,5,1,3,0
226,1,2,2,0
117,2,24,5,1
239,4,5,2,1
90,4,27,10,1
83,1,2,1,0
62,0,10,2,0
318,7,26,5,1
530,10,11,9,1
626,7,4,4,1
81,10,0,8,1
891,8,5,2,1
448,2,10,4,0
127,6,28,10,1
254,1,1,0,0
123,3,2,2,0
132,0,10,0,0
283,8,30,1,1
274,0,19,6,1
177,4,3,5,0
33,1,3,1,0
172,2,2,2,0
427,1,1,5,0
434,0,1,4,0
933,6,14,9,1
333,2,2,4,0
151,1,3,2,0
163,3,5,9,1
194,0,3,5,0
324,1,10,3,1
205,2,1,2,0
80,0,2,2,0
925,3,23,2,1
476,8,18,9,1
96,2,0,0,0
637,2,27,6,1
507,0,21,8,1
174,1,2,2,0
727,8,11,8,1
118,2,3,0,0
178,0,8,2,0
110,5,0,2,0
230,0,1,0,0
126,0,1,2,0
181,8,6,6,1
249,0,3,3,0
523,2,12,4,1
392,6,28,9,1
627,8,8,6,1
951,9,2,4,1
577,4,27,9,1
882,0,0,9,1
287,1,3,1,0
438,7,5,6,1
364,6,20,3,1
753,1,5,3,1
245,5,6,7,1
66,0,1,0,0
82,5,21,0,1
141,1,2,3,1
926,0,20,8,1
175,1,3,1,0
35,2,6,4,0
869,10,8,3,1
888,2,4,3,1
396,4,11,7,1
381,1,1,0,0
593,8,15,3,1
243,8,30,7,1
261,6,5,5,1
106,7,8,3,1
133,3,20,1,1
431,1,1,2,0
213,2,1,1,0
195,1,2,2,0
130,3,13,5,1
935,8,12,5,1
120,0,17,6,1
333,10,13,6,1
27,0,1,2,0
374,10,30,5,1
169,1,0,6,0
78,6,5,10,1
99,2,3,3,0
250,2,3,6,0
730,3,17,10,1
173,5,1,2,0
667,1,1,7,1
238,1,2,1,0
832,4,16,1,1
455,1,3,0,0
164,2,26,10,1
799,9,1,8,1
151,0,0,5,0
417,4,4,8,1
268,0,2,1,0
382,5,4,9,1
244,2,1,7,1
217,0,3,0,0
178,2,1,2,0
786,4,6,5,1
944,7,0,4,1
297,4,21,7,1
880,5,22,5,1
274,1,3,1,0
150,4,16,0,1
73,1,1,2,0
108,4,16,9,1
124,9,7,6,1
843,10,3,5,1
275,0,9,1,0
158,10,26,4,1
33,1,6,1,0
120,2,25,9,1
217,3,18,9,1
337,9,25,4,1
992,2,7,1,1
237,3,0,6,0
858,6,1,4,1
146,5,10,5,0
582,9,9,3,1
224,1,3,0,0
283,2,0,3,0
375,2,0,0,0
760,2,24,3,1
178,7,19,9,1
145,1,3,2,0
867,2,1,8,1
35,5,3,1,0
21,0,0,5,0
42,2,1,0,0
244,0,1,1,0
459,7,27,3,1
291,5,1,0,0
647,7,22,9,1
732,2,13,3,1
310,0,2,8,1
175,2,3,1,0
305,1,5,7,1
265,2,1,0,0
216,10,24,3,1
528,2,12,0,1
750,8,5,10,1
614,9,21,4,1
159,0,0,0,0
114,7,5,7,1
616,4,30,5,1
130,1,2,2,0
36,2,1,0,0
344,1,0,0,0
540,7,28,10,1
865,7,10,8,1
400,3,22,10,1
33,2,0,5,0
313,1,2,1,0
335,8,20,1,1
99,0,1,1,0
100,5,3,2,0
429,2,24,6,1
60,0,9,4,0
198,2,2,0,0
122,0,8,1,1
30,0,2,4,0
233,0,0,1,0
426,10,29,2,1
183,2,0,1,0
127,2,0,4,0
881,2,15,6,1
127,3,24,5,1
774,2,14,7,1
213,0,0,4,0
25,0,2,0,0
251,2,2,2,0
164,2,3,1,0
611,4,22,4,1
207,0,9,1,0
159,5,0,2,0
523,10,19,10,1
189,0,2,6,0
195,9,14,0,1
240,1,0,2,0
136,0,1,2,0
996,4,19,3,1
100,1,1,1,0
121,6,20,9,1
171,1,1,1,0
838,2,6,9,1
600,8,15,6,1
252,9,29,3,1
661,7,14,7,1
100,3,21,1,1
379,2,11,8,1
436,10,10,1,1
106,1,1,0,0
383,4,2,2,0
187,5,23,10,1
260,5,2,2,0
163,0,7,1,0
360,3,0,1,0
578,9,21,10,1
243,1,3,2,0
99,10,8,7,1
171,1,3,1,0
227,2,0,2,0
180,0,8,4,1
384,1,12,6,1
250,2,0,1,0
237,1,4,3,1
154,2,23,9,1
163,2,3,2,0
186,6,12,4,1
830,9,23,10,1
182,1,0,0,0
948,5,26,1,1
331,2,2,4,0
778,4,28,6,1
759,2,1,2,1
220,0,2,2,0
168,3,21,3,1
22,0,3,3,0
345,0,1,1,0
149,1,0,0,0
106,1,0,0,0
195,4,3,8,1
168,0,7,10,1
393,5,1,1,0
67,1,3,1,0
162,3,3,5,0
224,1,1,3,0
624,9,11,9,1
229,1,3,2,0
911,0,5,8,1
294,0,2,1,0
738,7,22,8,1
253,0,0,2,0
99,0,0,2,0
215,2,0,4,0
158,0,0,5,0
265,2,6,6,0
120,5,2,1,0
177,0,3,4,0
354,5,6,4,1
247,5,2,1,0
256,1,3,1,0
216,7,23,10,1
254,0,3,1,0
341,4,8,2,0
355,1,27,6,1
123,2,2,0,0
63,6,9,8,1
532,4,26,3,1
273,0,1,2,0
93,1,3,0,0
142,4,0,0,0
105,2,8,0,0
101,1,7,7,1
187,4,28,9,1
573,5,27,4,1
333,10,7,10,1
128,4,2,5,0
217,2,3,2,0
454,2,3,5,0
38,0,0,2,0
45,0,1,2,0
426,1,3,1,0
768,9,4,2,1
162,9,21,4,1
81,0,0,1,0
256,2,8,10,1
236,8,19,7,1
280,0,7,0,0
394,1,2,2,0
156,1,0,1,0
438,3,1,3,1
714,9,30,7,1
769,3,2,6,1
254,0,1,2,0
265,4,2,0,0
180,2,5,8,1
289,0,0,0,0
308,1,3,6,0
995,10,7,9,1
118,9,10,5,1
231,2,0,2,0
467,8,1,8,1
238,2,2,5,0
381,5,3,2,0
148,2,3,2,0
150,1,1,0,0
341,6,28,6,1
648,7,21,4,1
473,10,11,4,1
325,1,0,2,0
345,2,8,6,1
146,2,10,2,0
819,8,14,7,1
587,6,1,10,1
464,5,0,2,0
605,7,16,7,1
103,2,2,2,0
514,5,7,10,1
121,10,19,0,1
676,4,9,4,1
128,0,0,0,0
585,9,9,0,1
689,10,27,9,1
85,0,2,1,0
395,5,3,10,1
219,0,0,2,0
300,1,4,1,0
185,0,2,2,0
291,1,3,1,0
445,1,2,1,0
832,8,2,10,1
200,2,1,2,0
183,5,23,0,1
183,2,9,0,0
113,0,6,6,0
122,2,2,2,0
394,9,3,8,1
275,10,28,3,1
359,9,2,6,1
164,1,3,1,0
99,0,1,1,0
284,2,3,1,0
38,2,0,6,0
229,0,4,6,0
254,0,1,1,0
784,4,27,3,1
57,0,1,2,0
76,1,2,0,0
274,2,0,1,0
328,0,12,6,1
162,4,1,4,0
311,1,8,5,1
656,7,29,5,1
237,0,6,0,0
83,5,1,2,0
623,9,5,3,1
125,2,0,2,0
869,5,24,3,1
57,1,2,0,0
425,6,2,5,1
111,2,0,2,0
47,3,1,5,0
558,6,0,10,1
87,3,0,2,0
352,2,0,5,0
473,1,0,2,0
315,3,21,3,1
108,0,1,6,0
551,0,21,8,1
101,2,3,1,0
430,8,18,6,1
672,5,13,10,1
121,0,9,6,0
228,1,0,0,0
811,10,10,8,1
348,6,1,7,1
87,0,3,2,0
166,0,9,0,0
131,5,26,3,1
878,5,4,5,1
614,4,28,0,1
995,2,16,7,1
210,0,3,0,0
240,0,3,5,0
124,4,1,5,1
109,1,1,1,0
295,2,2,1,0
217,2,10,0,0
266,2,5,4,0
341,4,27,3,1
189,1,2,1,0
402,1,1,1,0
194,2,3,3,0
108,0,0,9,1
62,1,1,2,0
130,1,2,5,0
60,3,25,9,1
517,6,6,7,1
68,0,0,2,0
72,2,19,4,1
78,1,10,2,0
493,3,1,4,0
610,1,8,7,1
165,0,1,1,0
191,6,19,8,1
121,0,0,2,0
588,3,11,6,1
186,2,2,2,0
209,4,2,4,1
544,1,15,5,1
71,1,2,2,0
77,3,3,2,0
464,2,3,1,1
805,10,3,1,1
208,3,19,8,1
993,3,29,3,1
266,0,0,3,0
39,1,2,0,0
369,2,4,6,0
106,8,3,6,1
168,2,7,2,0
460,4,0,1,0
322,5,2,1,0
900,3,13,3,1
602,10,30,5,1
172,2,8,4,0
206,0,0,0,0
396,1,15,0,1
428,1,0,1,0
168,4,13,2,1
208,1,2,0,0
249,1,3,1,0
105,1,2,1,0
213,0,4,0,0
197,1,1,4,0
85,0,3,1,0
672,5,23,4,1
56,10,7,4,1
642,5,6,6,1
641,10,14,3,1
311,9,29,3,1
150,1,10,1,0
344,9,1,1,1
89,1,2,1,0
288,7,18,3,1
190,6,13,6,1
83,2,0,0,0
826,7,5,0,1
294,1,2,1,0
165,1,3,2,0
164,7,10,6,1
66,2,29,3,1
396,4,16,4,1
87,2,2,1,0
390,6,23,3,1
655,1,28,3,1
710,2,6,7,1
179,2,29,6,1
612,10,20,4,1
295,0,1,0,0
476,10,11,8,1
51,2,6,3,1
341,2,19,8,1
435,2,0,1,0
489,2,26,8,1
728,2,22,3,1
132,2,5,6,0
380,1,0,1,0
167,5,1,1,0
281,1,1,2,0
110,1,2,0,0
282,1,1,1,0
504,8,6,4,1
695,3,25,10,1
107,2,0,2,0
291,3,0,6,0
938,6,0,9,1
216,0,8,2,0
204,2,3,0,0
835,5,18,10,1
295,2,1,3,0
799,7,28,5,1
223,7,21,3,1
159,0,1,2,0
63,2,5,2,0
200,1,1,1,0
806,10,23,7,1
140,10,21,9,1
210,0,1,1,0
473,1,0,1,0
64,0,2,0,0
200,2,3,0,0
31,0,3,2,0
136,4,16,10,1
153,5,2,6,1
366,6,12,8,1
103,10,5,7,1
700,6,22,4,1
78,3,3,9,1
53,0,1,1,0
131,7,20,10,1
39,0,0,0,0
82,10,8,0,1
296,2,1,2,0
430,7,5,9,1
303,4,0,1,0
136,0,6,2,0
214,3,2,1,0
635,2,9,6,1
53,3,8,4,1
162,2,1,1,0
447,2,0,0,0
732,6,27,7,1
287,2,4,0,0
158,0,11,6,1
353,2,7,5,1
580,9,26,4,1
212,9,26,7,1
233,1,0,1,0
460,3,15,4,1
85,4,16,10,1
361,9,25,9,1
356,10,3,9,1
652,10,12,6,1
220,2,1,1,0
124,0,4,3,0
164,2,4,2,0
280,1,0,1,0
261,1,3,0,0
201,0,7,2,0
109,1,3,0,0
374,4,18,8,1
124,0,28,7,1
147,1,3,0,0
431,4,5,5,1
590,5,5,8,1
488,0,3,2,0
278,2,3,1,0
407,10,10,3,1
93,1,5,1,0
238,0,10,0,0
593,4,20,3,1
966,10,20,10,1
92,0,3,1,0
196,0,1,2,0
103,1,2,1,0
972,8,1,8,1
73,9,5,0,1
239,0,4,2,0
90,1,3,2,0
266,0,0,0,0
679,3,16,5,1
226,0,0,4,0
141,2,2,1,0
681,7,22,1,1
239,1,1,2,0
536,9,5,10,1
168,5,5,3,1
278,7,18,10,1
76,3,5,9,1
676,5,24,5,1
395,4,6,10,1
983,5,4,7,1
982,4,15,5,1
186,0,2,1,0
215,2,0,1,0
126,3,21,9,1
225,2,27,10,1
296,2,1,1,0
298,2,1,6,0
93,0,3,2,0
125,8,28,10,1
205,7,13,7,1
408,1,0,1,0
79,1,3,3,0
363,0,2,0,0
668,9,1,5,1
149,3,25,6,1
204,1,8,2,0
39,2,1,0,0
202,2,3,0,0
90,8,23,6,1
244,2,0,6,0
363,5,11,5,1
232,2,30,6,1
162,2,3,5,0
175,0,0,1,0
34,1,1,1,0
278,2,7,7,1
68,1,1,6,0
781,8,16,7,1
489,2,1,0,0
623,3,7,2,1
132,0,1,0,0
230,2,3,1,0
149,1,8,10,1
782,6,6,8,1
248,3,19,6,1
176,2,1,2,0
483,0,15,7,1
789,0,14,0,1
94,0,1,2,0
302,6,21,8,1
825,6,21,8,1
189,2,3,1,0
866,7,5,8,1
265,2,1,2,0
203,2,2,5,0
558,6,24,5,1
986,5,27,5,1
22,2,2,2,0
344,0,3,1,0
73,8,11,9,1
196,0,1,0,0
288,1,2,4,0
158,9,12,7,1
249,0,2,4,0
134,9,2,8,1
107,2,2,6,0
560,5,17,3,1
249,7,10,9,1
130,1,3,2,0
75,1,4,0,0
52,7,12,7,1
699,2,24,5,1
183,3,4,3,1
470,1,3,1,0
206,3,1,1,0
78,0,7,1,0
143,0,5,8,1
210,0,0,1,0
898,2,3,7,1
51,1,2,0,0
295,3,1,2,0
151,1,2,6,0
213,1,3,0,0
38,1,6,1,0
623,8,10,2,1
149,6,5,0,1
156,2,4,8,1
897,8,25,2,1
114,10,28,9,1
81,1,3,1,0
170,4,20,7,1
74,1,1,0,0
242,0,5,1,0
63,0,17,4,1
219,1,3,1,0
112,1,2,0,0
110,0,3,1,0
120,1,3,0,0
165,0,3,1,0
213,7,7,2,1
212,5,2,0,0
167,0,2,0,0
482,2,0,2,0
753,4,0,2,1
183,9,5,9,1
292,1,3,0,0
273,2,0,3,0
120,0,2,0,0
60,0,2,1,0
640,4,2,0,1
27,1,2,2,0
59,5,3,1,0
146,4,12,7,1
207,2,2,2,0
219,1,8,1,1
975,5,27,5,1
182,9,27,0,1
275,2,26,7,1
302,9,22,8,1
286,0,3,2,0
961,9,30,6,1
872,5,0,10,1
50,0,3,4,1
273,2,3,1,0
169,8,25,9,1
458,1,3,9,1
872,7,11,7,1
160,1,1,0,0
51,5,7,2,0
163,2,25,3,1
102,1,2,0,0
170,2,2,2,0
167,2,0,1,0
83,2,1,0,0
468,1,4,1,0
270,1,3,0,0
469,4,3,5,1
118,1,1,2,0
138,0,10,9,1
269,1,8,0,0
192,9,13,8,1
212,3,19,7,1
418,1,21,6,1
231,8,6,7,1
276,1,7,2,0
137,2,0,0,0
961,7,1,4,1
70,2,5,2,0
798,5,12,7,1
533,2,5,4,1
116,2,24,1,1
205,1,0,5,0
98,6,3,6,1
169,0,2,3,0
405,10,14,5,1
156,1,9,1,0
103,1,3,1,0
187,2,3,0,0
249,7,6,3,1
78,2,3,2,0
133,4,23,3,1
188,2,9,3,0
812,10,6,3,1
211,0,18,0,1
73,0,0,0,0
724,6,0,10,1
226,1,6,2,0
221,1,5,2,0
810,7,16,4,1
458,9,16,5,1
528,9,16,9,1
156,0,0,2,0
204,1,0,6,0
198,6,19,1,1
620,6,8,0,1
364,1,1,1,0
498,7,10,5,1
258,5,9,2,0
318,4,25,6,1
127,9,17,8,1
997,6,6,7,1
294,2,3,5,0
383,8,0,0,1
56,3,1,5,1
372,1,2,2,0
198,1,7,3,0
475,2,1,1,0
284,1,3,2,0
137,2,2,0,0
480,4,28,9,1
31,5,1,6,0
192,9,5,10,1
89,4,29,3,1
166,1,2,4,0
839,1,27,10,1
260,8,5,4,1
179,2,20,0,1
152,2,23,10,1
118,1,7,0,0
226,0,3,0,0
340,1,3,6,0
47,1,8,1,0
181,1,3,0,0
198,7,22,8,1
221,1,0,0,0
173,1,7,2,1
180,5,10,0,0
252,0,0,1,0
60,1,3,0,0
100,2,1,2,0
69,0,3,1,0
148,2,1,1,0
125,2,12,3,1
279,9,14,3,1
224,0,3,2,0
215,1,5,2,0
237,1,1,1,0
868,10,16,5,1
290,1,0,0,0
275,2,0,0,0
243,1,3,0,0
142,0,0,1,0
855,7,22,4,1
205,1,5,6,0
61,0,10,3,0
174,4,3,4,0
226,4,8,9,1
183,1,23,3,1
91,1,9,5,0
201,2,9,2,0
297,2,1,2,0
741,2,21,8,1
751,5,17,8,1
850,6,4,3,1
222,2,0,5,0
946,7,16,10,1
56,2,0,0,0
888,7,9,8,1
183,4,2,3,0
89,2,1,0,0
242,0,3,0,0
165,1,2,1,0
701,4,7,7,1
943,10,7,7,1
200,1,0,0,0
198,3,19,4,1
575,5,27,4,1
900,2,2,1,1
59,2,0,0,0
267,3,1,6,0
959,2,30,6,1
220,2,2,1,0
401,0,1,0,0
213,0,0,2,0
242,2,2,1,0
54,1,6,0,0
222,1,2,0,0
892,9,20,3,1
190,3,2,4,0
633,1,19,2,1
488,2,0,1,0
447,1,8,2,0
243,5,9,4,1
89,2,3,1,0
289,0,2,3,0
74,3,12,4,1
164,2,0,8,1
379,0,1,0,0
224,2,3,2,0
281,2,4,6,1
152,2,1,2,0
120,1,5,0,0
196,0,9,6,1
874,6,25,4,1
577,3,19,5,1
638,2,25,1,1
260,1,1,0,0
101,3,0,1,1
721,4,21,9,1
77,5,27,6,1
350,7,13,8,1
158,2,4,1,0
299,0,2,0,0
190,10,1,4,1
958,7,26,7,1
129,6,20,1,1
138,7,30,3,1
419,2,10,3,1
293,6,27,10,1
613,2,13,5,1
414,3,26,10,1
242,1,0,0,0
122,4,0,4,0
621,10,28,2,1
192,10,23,6,1
241,2,3,1,0
93,4,0,6,0
96,2,0,1,0
54,2,0,0,0
388,5,17,5,1
427,2,2,1,0
82,0,2,1,0
581,0,13,6,1
153,2,4,0,0
164,1,1,0,0
638,10,20,2,1
775,10,1,3,1
23,0,3,2,0
664,10,6,7,1
327,7,0,9,1
144,5,29,6,1
803,0,16,5,1
906,7,6,1,1
361,3,14,10,1
192,1,1,1,0
274,1,2,2,0
250,10,29,5,1
261,1,4,1,0
201,2,16,8,1
129,10,1,5,1
108,10,20,5,1
244,2,1,2,0
130,2,0,0,0
827,1,26,10,1
496,2,3,0,0
448,9,10,9,1
863,7,17,5,1
75,3,7,6,1
69,4,1,3,0
173,2,1,5,0
802,2,15,3,1
911,3,17,4,1
298,3,1,2,0
326,1,0,1,0
198,1,3,9,1
610,8,20,5,1
414,8,11,10,1
123,3,5,4,1
133,0,10,2,0
745,10,18,6,1
28,0,0,2,0
123,2,6,1,0
280,0,2,6,0
56,1,2,2,0
474,4,13,3,1
796,3,25,2,1
327,0,3,0,0
23,4,2,6,0
250,3,7,0,0
553,1,6,3,1
741,3,13,10,1
719,4,5,5,1
337,3,9,7,1
217,7,23,7,1
56,3,1,2,0
185,4,26,2,1
459,1,0,2,0
567,1,16,4,1
706,6,7,4,1
139,6,3,7,1
738,3,2,8,1
156,1,0,2,0
134,2,22,9,1
324,5,25,8,1
695,2,0,3,1
111,1,1,1,0
375,3,23,9,1
195,2,28,3,1
75,0,2,1,0
452,3,14,4,1
24,4,0,5,0
228,1,2,2,0
87,0,0,1,0
62,0,3,3,0
218,2,5,0,0
151,0,4,2,0
414,5,2,7,1
744,2,23,0,1
210,3,2,2,0
334,3,27,6,1
254,1,2,2,0
457,0,2,0,0
188,1,3,2,0
155,2,1,3,0
402,2,3,2,0
739,6,30,6,1
149,5,21,9,1
889,9,11,6,1
193,1,1,1,0
77,7,4,1,1
237,1,0,1,0
160,8,6,1,1
163,2,3,0,0
410,5,22,9,1
170,2,9,2,0
96,0,3,1,0
87,0,3,0,0
603,10,11,3,1
271,1,3,6,0
108,6,9,2,1
184,2,10,2,0
149,1,0,1,0
546,0,22,7,1
235,8,2,3,1
92,1,2,0,0
832,1,5,3,1
145,1,2,0,0
92,2,5,1,1
21,0,1,1,0
160,5,16,5,1
130,0,0,0,0
197,3,3,2,0
283,2,0,1,0
904,3,23,7,1
242,3,1,6,0
37,0,2,0,0
208,2,15,0,1
45,2,1,5,0
532,7,25,4,1
46,0,7,0,0
338,0,0,0,0
170,10,26,6,1
721,5,19,1,1
256,0,1,2,0
170,1,2,0,0
357,1,3,1,0
860,9,13,10,1
106,0,1,3,0
179,4,13,10,1
453,6,8,7,1
143,4,5,4,1
289,0,1,1,0
141,10,29,5,1
276,8,14,6,1
122,4,20,8,1
460,2,9,8,1
167,2,12,7,1
134,4,3,1,0
652,8,3,6,1
57,3,24,6,1
412,6,6,4,1
324,0,8,3,0
665,9,15,8,1
115,0,3,0,0
250,1,4,1,0
791,9,27,6,1
235,1,0,1,0
21,0,2,1,0
646,4,25,9,1
172,2,0,1,0
474,8,23,6,1
176,0,7,6,0
143,5,26,4,1
58,2,1,0,0
630,5,5,4,1
202,1,5,3,0
132,0,26,5,1
420,3,20,1,1
25,2,3,1,0
172,2,0,4,1
185,0,3,1,0
399,1,2,0,0
418,1,1,2,0
419,8,8,6,1
731,0,21,3,1
162,0,3,1,0
301,1,9,2,0
447,6,21,9,1
180,3,2,0,0
206,1,0,1,0
290,8,6,7,1
429,2,1,4,0
247,0,1,4,0
